ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
00784,,Itonama,Sihnipadara,Bolivia,BO,"Magdalena and Huacaraje, province of Iténez, department of Beni",-13.6246,-63.5668,critically endangered,5,,"Crevels et alii, ’Current Studies on South American Languages’ (2002)Crevels, Mily , ""Itonama o Sihnipadara, Lengua no clasificada de la Amazonía Boliviana"". Estudios de Lingüística 16 (2002)Albó, ’Bolivia plurilingüe’ (1995)"
02141,,Itzá,Icaiche Maya,Guatemala,GT,San José Petén,16.9838,-89.8990,critically endangered,1094,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población por number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations
00266,,Iwaidja,"Iwaydja, Iwaidji, Ibadjo, Eiwaja, Jiwadja, Limba, Karadjee",Australia,AU,,-11.4592,132.5500,vulnerable,200,NILS report confirmed by recent and reliable research at http://www.mpi.nl/DOBES/projects/iwaidja,
01597,,Ixcatec,xwja,Mexico,MX,"Locality of Santa María Ixcatlán in the municipality of Santa María Ixcatlán, state of Oaxaca",17.8493,-97.1810,critically endangered,21,Census 2000,Census 2000 and information provided by INALI
01606,,Ixcatlán Mazatec,"en ningotsie, Mazateco de la presa bajo",Mexico,MX,"Municipality of San Pedro Ixcatlán, state of Oaxaca",18.1447,-96.4855,vulnerable,8593,Census 2000,Census 2000 and information provided by INALI
02144,,Ixil (Guatemala),,Guatemala,GT,"Chajul, San Juan Cotzal, Nebaj",15.4849,-91.0358,vulnerable,83574,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and names of languages; Contributor H. Antonio García Zúñiga consulted Ethnologue for some locations
01705,,Ixil (Mexico),,Mexico,MX,Localities of Los Laureles and Quetzal-Edzná in the municipality of Campeche; locality of Maya Balam in the municipality of Othón P. Blanco in the state of Quintana Roo,19.5080,-89.3188,critically endangered,64,Census 2000,"Census 2000, information provided by INALIComplementary information provided by contributor H. Antonio García Zúñiga"
01237,,Ixtenco Otomí,yühmú,Mexico,MX,"Ixtenco, state of Tlaxcala",19.2495,-97.8943,severely endangered,461,Census 2000,Census 2000
01754,,Iyive,,Cameroon,CM,,6.4354,9.5278,severely endangered,1000,1996,Ethnologue
03227,,Jad,J_d,India; Pakistan,IN;PK,"Bagor_ village, 3 km south of Harsil, and in _u_d_ village, just 17 km south of Uttark___, on the banks of the Bh_g_rath_, as well as in some other villages.",30.6450,78.3627,definitely endangered,,2000,van Driem 2001 (855-856)
02692,,Jah Hut,,Malaysia,MY,,3.6452,102.3065,severely endangered,1500,,Bradley 2007
02962,,Jahai,,Malaysia,MY,,5.3597,101.7763,critically endangered,,,
02153,,Jakaltek (Guatemala),Poptí,Guatemala,GT,Concepción Huista; Jacaltenango in dept. of Huehuetenango,15.6685,-91.7111,definitely endangered,34038,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations.
03229,,Jakaltek (Mexico),popti’,Mexico,MX,"Small communities in the vicinity of Ciudad Cuautémoc, State of Chiapas",16.3137,-93.2084,severely endangered,504,,"Census 2000, information provided by INALI; information given by H. Antonio García Zúñiga"
02125,,Jamamadí,"Yamamadi, Kanamanti",Brazil,BR,,-9.0424,-68.3789,vulnerable,800,"2000; 2006 pop=884, Funasa/ISA","Databank Moore, 2008."
00248,,Jaminjung,Djamindjung. Dialects: Ngaliwuru (Ngaliwerra); Murrinh-Yuwanh - the Murrinhpatha name for its southern neighbour,Australia,AU,,-15.2417,130.5725,severely endangered,15,"Not mentioned in censusApproximate estimate",
01507,,Jangshung,"Jangrami, Zangram, Zhang-Zhung, Jangiam, Thebor, Thebör Skad, Thebarskad, Central Kinnauri",India,IN,"Himachal Pradesh, Kinnaur District,",31.7748,78.4753,definitely endangered,2000,Ethnologue figure for 2000,
00785,,Jaqaru,Kawki. Cauqui. Aimara central. Aimara tupino.,Peru,PE,"Departamento de Lima, Provincia de Yauyos, pueblo de Tupe como lugar focal",-12.7488,-75.8248,severely endangered,750,"Aproximadamente.La cifra corresponde a un aproximado alto de hablantes.","Chirinos Rivera, Andrés. 2001. Atlas lingüístico del Perú. CBC. Cusco"
01698,,Jarawa,,India,IN,South Andaman Island,12.5652,92.8564,critically endangered,31,"van Driem 2007c, citing India Census 1981",
02127,,Jarawára,,Brazil,BR,,-7.2153,-65.0115,vulnerable,180,"2006 pop=180, Funasa/ISA","Databank Moore, 2008."
01909,,Jaunsari,Jaunsauri; Jansauri,India,IN,Himachal Pradesh,30.4859,78.0908,definitely endangered,114733,"Census 2001",
02304,,Javaé,Karajá,Brazil,BR,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil.",-11.1568,-50.4711,definitely endangered,800,"Population 841 (fonte: Braggio, 1997). The precise number of speakers is unknown; 2006 pop=1208, Funana/ISA","www.socioambiental.orgMoore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
03096,,Javindo Creole,,Indonesia,ID,Java,-7.0136,110.4345,critically endangered,,,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02986,,Jawe,Djawe,New Caledonia (France),NC,"Hienghène, Pouébo",-20.4913,164.6960,vulnerable,729,1996 Census,Rivierre et al. 2003
00267,,Jawoyn,"Djauan, Jawan, Adowen, Kumertuo, Jawony.",Australia,AU,,-14.2004,132.5500,severely endangered,20,"Not mentioned in censusApproximate estimate in 2005",
01991,,Jaya,,Chad,TD,,12.1870,18.1645,severely endangered,2200,1993,Ethnologue
00786,,Jebero,Shiwilu,Peru,PE,"En Loreto, Prov. de Alto Amazonas, distrito de Jeberos. Poblados de Laguna y Santa Cruz.",-5.3097,-75.9814,critically endangered,100,"Number of 2500 given in Pozzi-Escot (1998) seems to high. Only elder generation knows the language. The number of 100 is a guess, a translation of ’a few’ speakers, as the source says.","G. Solís (2003), ’Lenguas en la Amazonía peruana’."
01144,,Jemez,Towa,United States of America,US,"Jemez Pueblo, 45 miles northwest of Albuquerque, NM.",35.6151,-106.7242,vulnerable,3000,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
00015,,Jeri,Jeri Kuo,Côte d’Ivoire,CI,,9.2647,-5.8666,severely endangered,1500,1992,Raimund Kastenholz
01346,,Jero,____; Jerung; Zero; Zerum,Nepal,NP,Okhal_hu_g_ and Sindhul_ districts. On both sides of the Sunkos_ river.,27.2241,86.3909,vulnerable,2000,2000 (the 2001 census puts the number at 271 speakers),"Opgenort, Jean Robert. 2005. A Grammar of Jero. With a Historical Comparative Study of the Kiranti Languages (xxv + 404 = 429 pp.). Brill’s Tibetan Studies Library. Languages of the Greater Himalayan Region, 3. Leiden: Koninklijke Brill. ISBN 90 04 14505 2 – 2005. Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
01673,,Jersey French,jèrriais; Sark French [sercquiais] (dialect),United Kingdom of Great Britain and Northern Ireland,GB,"the island of Jersey, which constitutes the Bailiwick of Jersey, and the island of Sark in the Bailiwick of Guernsey",49.2211,-2.1368,severely endangered,2874,2001 Census Jersey; an outlying dialect of Norman,
02331,,Jibbali,"Shehri, Shahri, Shehret, Geblet, Shxawri, Ehkhili, Qarawi",Oman,OM,"within the Modern South Arabian group Jibbali is apart. Johnstone (1981) makes a distinction between the central, eastern and western dialects. Jibbali is spokeny ’by a number of communities of different social status and tribal origin (Johnstone 1981). Location : Dhofar and coastal towns or villages of hte region : Raysut, Salalah, Mirbat, Sidh. The islanders of Kuria Muria speak a dialect of Jibbali.",18.0623,52.4267,severely endangered,5000,"Johnstone (1975, 94).","Johnstone (1981, Jibbali Lexicon; 1982 Language and society in Dhofar)"
01022,,Jicarilla Apache,Jicarilla,United States of America,US,,36.9336,-106.9984,severely endangered,300,300 fluent speakers; perhaps 300 or more semi-speakers.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01729,,Jilbe,Zoulbou,Nigeria,NG,,11.7490,14.5458,critically endangered,100,1999,"Roger Blench, H. Tourneaux, Ethnologue"
00250,,Jingulu,"Djingili, Djingulu, Jingali, Tjingilu, Chingalee, Djingila, Lee, Chunguloo, Tchingalee, Jingulu",Australia,AU,,-17.3716,134.1870,severely endangered,14,"Not mentioned in censusApproximate estimate",
02925,,Jinuo,,China,CN,,21.4758,101.3111,definitely endangered,12000,2000,Bradley 2007
02880,,Jiongnai Bunu,Hualan Yao,China,CN,,23.3902,108.5135,definitely endangered,1000,2000,Bradley 2007
01448,,Jirel,_____; Ziral; Jiri; Jirial,Nepal,NP,Dolakha district,27.6419,86.2123,definitely endangered,4919,"2001 census (number of speakers may be 8000, according to van Driem 2007)","Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
02392,,Jitnu,Macaguane. Hitnü.,Colombia,CO,,6.5118,-70.8837,definitely endangered,,,
01638,,Jola-Kassa,,Senegal,SN,,13.1089,-15.8999,vulnerable,40850,2002,"Ethnologue, Adjaratou Sall, Tucker Childs"
01846,,Jone,Joni; Choni; Jone Tibetan; Joni Tibetan,China,CN,Jonê County of Gansu Province,34.5947,103.5653,definitely endangered,24000,2002 Ethnologue figure without source reference; probably deflated,
01996,,Jonkor Bourmataguil,,Chad,TD,,11.4261,19.0145,severely endangered,1500,1993,Ethnologue
02289,,Jorá,,Bolivia,BO,,-14.0246,-63.3581,critically endangered,0,,
01529,,Juang,,India,IN,"Orissa, Keonjhar, Angul and Dhenkanal districts.",21.0742,85.6164,definitely endangered,23000,"estimate, India Census 2001; Ethnologue gives 50000 for 2000",
02930,,Judeo-Berber (Israel),,Israel,IL,"Dispersed throughout Israel, some at Ashkelon. Emigrated from several regions of Morocco. Two main varieties, one based on Middle Atlas Tamazight, the other on Tachelhit (Sous). Most speakers are bilingual Judeo-Arabic.",31.6767,34.5684,severely endangered,30000,No census. Speakers usually confused with Judeo-Arabic speakers. Estimates based on various reports from groups within Israel. Figures are between 30 000 and 50 000,"H. Zafrani, D. Schroeter, various websites (S.Mezhoud, 2008)"
02744,,Judeo-Berber (Morocco),"Judeo-Tamazight, Tamazight des juifs marocains",Morocco,MA,"Several areas in the Higher and the Middle Atlas (Sous): the Ouarzazate area, and Boumalne Dades, Imini, Tinghir (Tinerhir), in the Draa valleyBetween Tiznit and Tafraout, around Ouijjane",30.8220,-6.8005,extinct,0,"There is no census. There are between 5000 and 10000 Moroccan Jews remaining in Morocco, mostly in urban centres. Judeo-Berber was mainly spoken in rural areas in the Higher Atlas and the Middle Atlas.","Haim Zafrani, Paulette-Galland Pernet, Daniel Schroeter, websites."
00535,,Judezmo (Europe),Ladino; Judeo-Spanish; Sephardic; Haketía (local name in Morocco),Albania; Algeria; Bosnia and Herzegovina; Bulgaria; Croatia; Greece; Morocco; Romania; Serbia; The former Yugoslav Republic of Macedonia; Turkey,AL;DZ;BA;BG;HR;GR;MA;RO;RS;MK;TR,"traditionally Greece and Turkey, primarily in the historical provinces of Macedonia and Thrace, but also elsewhere in the Balkans, as well as Morocco, Ceuta, Melilla and Algeria in North Africa; now a few locations in Turkey, where largely concentrated in Istanbul (traditionally in the quarters of Balat and Hasköy), by probably less than 10,000 speakers; in Greece or elsewhere in the Balkans there are very few if any Judezmo speakers left after the Holocaust, and in North Africa the language is extinct",41.2607,28.4985,severely endangered,,cf. Judezmo (Israel),"Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirovi_: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116."
02634,,Judezmo (Israel),Ladino; Judeo-Spanish; Sephardic,Israel,IL,"resettled communities in Israel where the majority of the speakers live, and in the United States and several European countries; cf. Judezmo (Europe)",32.0872,34.7737,severely endangered,400000,"Hetzer (2001: 144): “one can say that less than 400,000 people still have a certain command of [Judezmo]”","Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirovi_: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Milo_ Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116."
01368,,Juhur (Caucasus),Juhuri; Judeo-Tat; _______; ______-_________,Azerbaijan; Russian Federation,AZ;RU,"in the Russian Federation, mainly the town of Derbend and surrounding rural areas in the Republic of Daghestan, but also other towns in Daghestan such as Makhachkala, Majalis, Pyatigorsk and Buynaksk; elsewhere in northern Caucasus, in particular in Nal’chik in the Kabard-Balkar Republic and, until recently, in Groznyy in the Republic of Chechenia; in Azerbaijan, mainly the villages of Krasnaya Sloboda in Kuba (Quba) region and Vartashen (Vardashen, currently Oguz) in Vartashen (Vardashen) region; most speakers now live in Israel",42.0044,48.2409,definitely endangered,3016,2002 census of the Russian Federation; additionally a small number of speakers in Azerbaijan; cf. Juhur (Israel) and Tat,"_. _. ________: _______ ____. — _____ __________ _________ _ ________ __________: ____________ III. ______: _____, 2005."
02599,,Juhur (Israel),Juhuri; Judeo-Tat; _______; ______-_________,Israel,IL,"in Israel, Juhur speakers live, for example, in Sderot, Haderah and Or Akiva",31.5166,34.5964,definitely endangered,,not available; in the range of tens of thousands,"_. _. ________: _______ ____. — _____ __________ _________ _ ________ __________: ____________ III. ______: _____, 2005."
02654,,Juk,Suai,Lao People’s Democratic Republic,LA,,15.3333,106.8500,definitely endangered,15000,2002,Bradley 2007
00787,,Juma,Yuma,Brazil,BR,"The group lives in indigenous lands Juma, upper courses of the Ipixuna, Mucuim, Tabocal, and Jacaré rivers (tributaries of the Purus), on the Igarapé Tapiu (right tributary of the Içuã), Municipality of Canutama between the cities of Humaita and Lábrea - Amazonas State - Brazil",-7.4496,-63.8195,critically endangered,5,"In 2002, the ethnic group consisted of 5 persons (ISA/EPIB).","www.socioambiental.orgMoore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil) "
00124,,K’emant,"Kimanteney, Qimant",Ethiopia,ET,,12.9349,37.2326,severely endangered,1500,2004,Zelealem Leyew
02156,,K’iche’ (Guatemala),"Chiquel, Cachbel, Chuil quiché, cunenteco, Cantel Quiché, Quiché",Guatemala,GT,"Among the localities listed in the Ethnologue: El Quiché dept., Quetzaltenango, Cunén, Chichicastenango, Joyabaj, San Andrés Sajeabajá, Atitlán in Quetzaltenango dept.; Totinicapán dept, Santa Cruz Quiché",15.0309,-91.1485,vulnerable,890596,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations.
